reading_date,meter_id,customer_id,country,facility,consumption_kwh,unit,data_status
2026-07-07,M056,C016,US,Facility-16,1106.05,kWh,OK
2026-07-07,M057,C017,DE,Facility-17,2091.46,kWh,OK
2026-07-07,M058,C018,CA,Facility-18,861.69,kWh,OK
2026-07-07,M059,C019,US,Facility-19,1838.77,kWh,OK
2026-07-07,M060,C020,SG,Facility-20,937.97,kWh,OK
2026-07-08,M001,C001,US,Facility-01,948.91,kWh,OK
2026-07-08,M002,C002,US,Facility-02,1342.24,kWh,OK
2026-07-08,M003,C003,DE,Facility-03,1827.96,kWh,OK
2026-07-08,M004,C004,UK,Facility-04,1092.46,kWh,OK
2026-07-08,M005,C005,US,Facility-05,1585.03,kWh,OK
2026-07-08,M006,C006,CA,Facility-06,1889.31,kWh,OK
2026-07-08,M007,C007,AU,Facility-07,1838.32,kWh,OK
2026-07-08,M008,C008,SG,Facility-08,993.9,kWh,OK
2026-07-08,M009,C009,IN,Facility-09,902.87,kWh,OK
2026-07-08,M010,C010,NL,Facility-10,1643.72,kWh,OK
2026-07-08,M011,C011,US,Facility-11,933.6,kWh,OK
2026-07-08,M012,C012,SE,Facility-12,3111.88,kWh,OK
2026-07-08,M013,C013,MX,Facility-13,1732.14,kWh,OK
2026-07-08,M014,C014,NL,Facility-14,2037.25,kWh,OK
2026-07-08,M015,C015,UK,Facility-15,949.63,kWh,OK
2026-07-08,M016,C016,US,Facility-16,1216.51,kWh,OK
2026-07-08,M017,C017,DE,Facility-17,1921.19,kWh,OK
2026-07-08,M018,C018,CA,Facility-18,810.45,kWh,OK
2026-07-08,M019,C019,US,Facility-19,2277.22,kWh,OK
2026-07-08,M020,C020,SG,Facility-20,1044.36,kWh,OK
2026-07-08,M021,C001,US,Facility-01,946.16,kWh,OK
2026-07-08,M022,C002,US,Facility-02,1471.97,kWh,OK
2026-07-08,M023,C003,DE,Facility-03,1846.44,kWh,OK
2026-07-08,M024,C004,UK,Facility-04,1123.51,kWh,OK
2026-07-08,M025,C005,US,Facility-05,1507.04,kWh,OK
2026-07-08,M026,C006,CA,Facility-06,1949.88,kWh,OK
2026-07-08,M027,C007,AU,Facility-07,1706.98,kWh,OK
2026-07-08,M028,C008,SG,Facility-08,1028.2,kWh,OK
2026-07-08,M029,C009,IN,Facility-09,945.82,kWh,OK
2026-07-08,M030,C010,NL,Facility-10,1821.86,kWh,OK
2026-07-08,M031,C011,US,Facility-11,1017.4,kWh,OK
2026-07-08,M032,C012,SE,Facility-12,2585.11,kWh,OK
2026-07-08,M033,C013,MX,Facility-13,1541.55,kWh,OK
2026-07-08,M034,C014,NL,Facility-14,2168.3,kWh,OK
2026-07-08,M035,C015,UK,Facility-15,1097.58,kWh,OK
2026-07-08,M036,C016,US,Facility-16,1048.56,kWh,OK
2026-07-08,M037,C017,DE,Facility-17,2119.97,kWh,OK
2026-07-08,M038,C018,CA,Facility-18,874.1,kWh,OK
2026-07-08,M039,C019,US,Facility-19,2253.48,kWh,OK
2026-07-08,M040,C020,SG,Facility-20,886.18,kWh,OK
2026-07-08,M041,C001,US,Facility-01,1088.56,kWh,OK
2026-07-08,M042,C002,US,Facility-02,3420.97,kWh,ANOMALY
2026-07-08,M043,C003,DE,Facility-03,2052.77,kWh,OK
2026-07-08,M044,C004,UK,Facility-04,1148.04,kWh,OK
2026-07-08,M045,C005,US,Facility-05,1448.95,kWh,OK
2026-07-08,M046,C006,CA,Facility-06,1943.03,kWh,OK
2026-07-08,M047,C007,AU,Facility-07,1951.4,kWh,OK
2026-07-08,M048,C008,SG,Facility-08,1042.55,kWh,OK
2026-07-08,M049,C009,IN,Facility-09,922.07,kWh,OK
2026-07-08,M050,C010,NL,Facility-10,1654.43,kWh,OK
2026-07-08,M051,C011,US,Facility-11,1101.67,kWh,OK
2026-07-08,M052,C012,SE,Facility-12,2885.14,kWh,OK
2026-07-08,M053,C013,MX,Facility-13,1585.82,kWh,OK
2026-07-08,M054,C014,NL,Facility-14,2206.58,kWh,OK
2026-07-08,M055,C015,UK,Facility-15,1057.56,kWh,OK
2026-07-08,M056,C016,US,Facility-16,1126.81,kWh,OK
2026-07-08,M057,C017,DE,Facility-17,2027.53,kWh,OK
2026-07-08,M058,C018,CA,Facility-18,976.07,kWh,OK
2026-07-08,M059,C019,US,Facility-19,2053.65,kWh,OK
2026-07-08,M060,C020,SG,Facility-20,1055.73,kWh,OK
2026-07-09,M001,C001,US,Facility-01,1024.97,kWh,OK
2026-07-09,M002,C002,US,Facility-02,1258.01,kWh,OK
2026-07-09,M003,C003,DE,Facility-03,1897.29,kWh,OK
2026-07-09,M004,C004,UK,Facility-04,1067.5,kWh,OK
2026-07-09,M005,C005,US,Facility-05,1470.89,kWh,OK
2026-07-09,M006,C006,CA,Facility-06,1728.21,kWh,OK
2026-07-09,M007,C007,AU,Facility-07,1944.27,kWh,OK
2026-07-09,M008,C008,SG,Facility-08,1008.14,kWh,OK
2026-07-09,M009,C009,IN,Facility-09,938.58,kWh,OK
2026-07-09,M010,C010,NL,Facility-10,1821.81,kWh,OK
2026-07-09,M011,C011,US,Facility-11,1007.61,kWh,OK
2026-07-09,M012,C012,SE,Facility-12,2747.17,kWh,OK
2026-07-09,M013,C013,MX,Facility-13,1550.55,kWh,OK
2026-07-09,M014,C014,NL,Facility-14,2059.35,kWh,OK
2026-07-09,M015,C015,UK,Facility-15,1078.22,kWh,OK
2026-07-09,M016,C016,US,Facility-16,1027.5,kWh,OK
2026-07-09,M017,C017,DE,Facility-17,1887.08,kWh,OK
2026-07-09,M018,C018,CA,Facility-18,973.19,kWh,OK
2026-07-09,M019,C019,US,Facility-19,1881.94,kWh,OK
2026-07-09,M020,C020,SG,Facility-20,860.31,kWh,OK
2026-07-09,M021,C001,US,Facility-01,1000.6,kWh,OK
2026-07-09,M022,C002,US,Facility-02,1400.39,kWh,OK
2026-07-09,M023,C003,DE,Facility-03,1827.55,kWh,OK
2026-07-09,M024,C004,UK,Facility-04,1148.53,kWh,OK
2026-07-09,M025,C005,US,Facility-05,1428.69,kWh,OK
2026-07-09,M026,C006,CA,Facility-06,1805.92,kWh,OK
2026-07-09,M027,C007,AU,Facility-07,1658.73,kWh,OK
2026-07-09,M028,C008,SG,Facility-08,1171.13,kWh,OK
2026-07-09,M029,C009,IN,Facility-09,937.05,kWh,OK
2026-07-09,M030,C010,NL,Facility-10,1669.87,kWh,OK
2026-07-09,M031,C011,US,Facility-11,877.55,kWh,OK
2026-07-09,M032,C012,SE,Facility-12,2745.97,kWh,OK
2026-07-09,M033,C013,MX,Facility-13,1649.55,kWh,OK
2026-07-09,M034,C014,NL,Facility-14,2070.5,kWh,OK
2026-07-09,M035,C015,UK,Facility-15,1058.88,kWh,OK
2026-07-09,M036,C016,US,Facility-16,1006.84,kWh,OK
2026-07-09,M037,C017,DE,Facility-17,1860.49,kWh,OK
2026-07-09,M038,C018,CA,Facility-18,973.78,kWh,OK
2026-07-09,M039,C019,US,Facility-19,1851.76,kWh,OK
2026-07-09,M040,C020,SG,Facility-20,1032.42,kWh,OK
2026-07-09,M041,C001,US,Facility-01,1122.51,kWh,OK
2026-07-09,M042,C002,US,Facility-02,1413.46,kWh,OK
2026-07-09,M043,C003,DE,Facility-03,1814.17,kWh,OK
2026-07-09,M044,C004,UK,Facility-04,1180.91,kWh,OK
2026-07-09,M045,C005,US,Facility-05,1500.63,kWh,OK
2026-07-09,M046,C006,CA,Facility-06,1631.6,kWh,OK
2026-07-09,M047,C007,AU,Facility-07,1686.43,kWh,OK
2026-07-09,M048,C008,SG,Facility-08,1156.3,kWh,OK
2026-07-09,M049,C009,IN,Facility-09,878.88,kWh,OK
2026-07-09,M050,C010,NL,Facility-10,1527.6,kWh,OK
2026-07-09,M051,C011,US,Facility-11,982.37,kWh,OK
2026-07-09,M052,C012,SE,Facility-12,2623.36,kWh,OK
2026-07-09,M053,C013,MX,Facility-13,1676.0,kWh,OK
2026-07-09,M054,C014,NL,Facility-14,2127.83,kWh,OK
2026-07-09,M055,C015,UK,Facility-15,1020.29,kWh,OK
2026-07-09,M056,C016,US,Facility-16,1165.76,kWh,OK
2026-07-09,M057,C017,DE,Facility-17,2117.81,kWh,OK
2026-07-09,M058,C018,CA,Facility-18,1009.35,kWh,OK
2026-07-09,M059,C019,US,Facility-19,2171.22,kWh,OK
2026-07-09,M060,C020,SG,Facility-20,866.63,kWh,OK
2026-07-10,M001,C001,US,Facility-01,957.31,kWh,OK
2026-07-10,M002,C002,US,Facility-02,1440.15,kWh,OK
2026-07-10,M003,C003,DE,Facility-03,2121.07,kWh,OK
2026-07-10,M004,C004,UK,Facility-04,1157.98,kWh,OK
2026-07-10,M005,C005,US,Facility-05,1435.71,kWh,OK
2026-07-10,M006,C006,CA,Facility-06,1708.81,kWh,OK
2026-07-10,M007,C007,AU,Facility-07,1652.59,kWh,OK
2026-07-10,M008,C008,SG,Facility-08,992.31,kWh,OK
2026-07-10,M009,C009,IN,Facility-09,1002.79,kWh,OK
2026-07-10,M010,C010,NL,Facility-10,1690.2,kWh,OK
2026-07-10,M011,C011,US,Facility-11,1094.24,kWh,OK
2026-07-10,M012,C012,SE,Facility-12,2668.55,kWh,OK
2026-07-10,M013,C013,MX,Facility-13,1629.69,kWh,OK
2026-07-10,M014,C014,NL,Facility-14,1948.57,kWh,OK
2026-07-10,M015,C015,UK,Facility-15,966.94,kWh,OK
2026-07-10,M016,C016,US,Facility-16,1164.89,kWh,OK
2026-07-10,M017,C017,DE,Facility-17,2157.21,kWh,OK
2026-07-10,M018,C018,CA,Facility-18,804.03,kWh,OK
2026-07-10,M019,C019,US,Facility-19,1955.0,kWh,OK
2026-07-10,M020,C020,SG,Facility-20,881.45,kWh,OK
2026-07-10,M021,C001,US,Facility-01,1114.93,kWh,OK
2026-07-10,M022,C002,US,Facility-02,1452.99,kWh,OK
2026-07-10,M023,C003,DE,Facility-03,1889.85,kWh,OK
2026-07-10,M024,C004,UK,Facility-04,1090.89,kWh,OK
2026-07-10,M025,C005,US,Facility-05,1568.89,kWh,OK
2026-07-10,M026,C006,CA,Facility-06,1858.94,kWh,OK
2026-07-10,M027,C007,AU,Facility-07,1875.96,kWh,OK
2026-07-10,M028,C008,SG,Facility-08,1126.2,kWh,OK
2026-07-10,M029,C009,IN,Facility-09,890.77,kWh,OK
2026-07-10,M030,C010,NL,Facility-10,1766.39,kWh,OK
2026-07-10,M031,C011,US,Facility-11,1056.72,kWh,OK
2026-07-10,M032,C012,SE,Facility-12,2528.81,kWh,OK
2026-07-10,M033,C013,MX,Facility-13,1750.68,kWh,OK
2026-07-10,M034,C014,NL,Facility-14,2075.34,kWh,OK
2026-07-10,M035,C015,UK,Facility-15,1017.14,kWh,OK
2026-07-10,M036,C016,US,Facility-16,991.9,kWh,OK
2026-07-10,M037,C017,DE,Facility-17,2363.35,kWh,OK
2026-07-10,M038,C018,CA,Facility-18,859.87,kWh,OK
2026-07-10,M039,C019,US,Facility-19,2024.7,kWh,OK
2026-07-10,M040,C020,SG,Facility-20,1071.16,kWh,OK
2026-07-10,M041,C001,US,Facility-01,939.71,kWh,OK
2026-07-10,M042,C002,US,Facility-02,1420.44,kWh,OK
2026-07-10,M043,C003,DE,Facility-03,1730.82,kWh,OK
2026-07-10,M044,C004,UK,Facility-04,1097.13,kWh,OK
2026-07-10,M045,C005,US,Facility-05,1583.46,kWh,OK
2026-07-10,M046,C006,CA,Facility-06,1663.27,kWh,OK
2026-07-10,M047,C007,AU,Facility-07,1641.94,kWh,OK
2026-07-10,M048,C008,SG,Facility-08,982.04,kWh,OK
2026-07-10,M049,C009,IN,Facility-09,894.94,kWh,OK
2026-07-10,M050,C010,NL,Facility-10,1819.31,kWh,OK
2026-07-10,M051,C011,US,Facility-11,1026.36,kWh,OK
2026-07-10,M052,C012,SE,Facility-12,3115.73,kWh,OK
2026-07-10,M053,C013,MX,Facility-13,1543.81,kWh,OK
2026-07-10,M054,C014,NL,Facility-14,1885.79,kWh,OK
2026-07-10,M055,C015,UK,Facility-15,979.15,kWh,OK
2026-07-10,M056,C016,US,Facility-16,1212.39,kWh,OK
2026-07-10,M057,C017,DE,Facility-17,2181.98,kWh,OK
2026-07-10,M058,C018,CA,Facility-18,942.67,kWh,OK
2026-07-10,M059,C019,US,Facility-19,1833.77,kWh,OK
2026-07-10,M060,C020,SG,Facility-20,,kWh,MISSING
2026-07-11,M001,C001,US,Facility-01,894.18,kWh,OK
2026-07-11,M002,C002,US,Facility-02,1291.57,kWh,OK
2026-07-11,M003,C003,DE,Facility-03,1485.29,kWh,OK
2026-07-11,M004,C004,UK,Facility-04,1007.48,kWh,OK
2026-07-11,M005,C005,US,Facility-05,1325.71,kWh,OK
2026-07-11,M006,C006,CA,Facility-06,1711.73,kWh,OK
2026-07-11,M007,C007,AU,Facility-07,1653.43,kWh,OK
2026-07-11,M008,C008,SG,Facility-08,997.81,kWh,OK
2026-07-11,M009,C009,IN,Facility-09,889.96,kWh,OK
2026-07-11,M010,C010,NL,Facility-10,5407.08,kWh,ANOMALY
2026-07-11,M011,C011,US,Facility-11,940.26,kWh,OK
2026-07-11,M012,C012,SE,Facility-12,2480.43,kWh,OK
2026-07-11,M013,C013,MX,Facility-13,1515.71,kWh,OK
2026-07-11,M014,C014,NL,Facility-14,1505.78,kWh,OK
2026-07-11,M015,C015,UK,Facility-15,786.2,kWh,OK
2026-07-11,M016,C016,US,Facility-16,998.75,kWh,OK
2026-07-11,M017,C017,DE,Facility-17,1654.19,kWh,OK
2026-07-11,M018,C018,CA,Facility-18,834.14,kWh,OK
2026-07-11,M019,C019,US,Facility-19,1842.4,kWh,OK
2026-07-11,M020,C020,SG,Facility-20,794.76,kWh,OK
2026-07-11,M021,C001,US,Facility-01,822.64,kWh,OK
2026-07-11,M022,C002,US,Facility-02,,kWh,MISSING
2026-07-11,M023,C003,DE,Facility-03,1673.53,kWh,OK
2026-07-11,M024,C004,UK,Facility-04,875.58,kWh,OK
2026-07-11,M025,C005,US,Facility-05,1301.72,kWh,OK
2026-07-11,M026,C006,CA,Facility-06,1463.88,kWh,OK
2026-07-11,M027,C007,AU,Facility-07,1425.88,kWh,OK
2026-07-11,M028,C008,SG,Facility-08,801.16,kWh,OK
2026-07-11,M029,C009,IN,Facility-09,821.82,kWh,OK
2026-07-11,M030,C010,NL,Facility-10,1429.44,kWh,OK
2026-07-11,M031,C011,US,Facility-11,775.66,kWh,OK
2026-07-11,M032,C012,SE,Facility-12,2688.72,kWh,OK
2026-07-11,M033,C013,MX,Facility-13,1463.0,kWh,OK
2026-07-11,M034,C014,NL,Facility-14,1483.87,kWh,OK
2026-07-11,M035,C015,UK,Facility-15,854.3,kWh,OK
2026-07-11,M036,C016,US,Facility-16,934.07,kWh,OK
2026-07-11,M037,C017,DE,Facility-17,1843.61,kWh,OK
2026-07-11,M038,C018,CA,Facility-18,830.52,kWh,OK
2026-07-11,M039,C019,US,Facility-19,1745.85,kWh,OK
2026-07-11,M040,C020,SG,Facility-20,898.34,kWh,OK
2026-07-11,M041,C001,US,Facility-01,954.65,kWh,OK
2026-07-11,M042,C002,US,Facility-02,1025.54,kWh,OK
2026-07-11,M043,C003,DE,Facility-03,1814.61,kWh,OK
2026-07-11,M044,C004,UK,Facility-04,1079.44,kWh,OK
2026-07-11,M045,C005,US,Facility-05,1390.95,kWh,OK
2026-07-11,M046,C006,CA,Facility-06,1596.54,kWh,OK
2026-07-11,M047,C007,AU,Facility-07,1459.76,kWh,OK
2026-07-11,M048,C008,SG,Facility-08,856.28,kWh,OK
2026-07-11,M049,C009,IN,Facility-09,808.14,kWh,OK
2026-07-11,M050,C010,NL,Facility-10,1321.05,kWh,OK
2026-07-11,M051,C011,US,Facility-11,,kWh,MISSING
2026-07-11,M052,C012,SE,Facility-12,2151.7,kWh,OK
2026-07-11,M053,C013,MX,Facility-13,1405.99,kWh,OK
2026-07-11,M054,C014,NL,Facility-14,1563.85,kWh,OK
2026-07-11,M055,C015,UK,Facility-15,933.03,kWh,OK
2026-07-11,M056,C016,US,Facility-16,1003.23,kWh,OK
2026-07-11,M057,C017,DE,Facility-17,5495.57,kWh,ANOMALY
2026-07-11,M058,C018,CA,Facility-18,677.0,kWh,OK
2026-07-11,M059,C019,US,Facility-19,1560.36,kWh,OK
2026-07-11,M060,C020,SG,Facility-20,775.63,kWh,OK
2026-07-12,M001,C001,US,Facility-01,781.95,kWh,OK
2026-07-12,M002,C002,US,Facility-02,1255.92,kWh,OK
2026-07-12,M003,C003,DE,Facility-03,1650.42,kWh,OK
2026-07-12,M004,C004,UK,Facility-04,921.46,kWh,OK
2026-07-12,M005,C005,US,Facility-05,1207.46,kWh,OK
2026-07-12,M006,C006,CA,Facility-06,1716.42,kWh,OK
2026-07-12,M007,C007,AU,Facility-07,1554.13,kWh,OK
2026-07-12,M008,C008,SG,Facility-08,992.15,kWh,OK
2026-07-12,M009,C009,IN,Facility-09,858.9,kWh,OK
2026-07-12,M010,C010,NL,Facility-10,1310.2,kWh,OK
2026-07-12,M011,C011,US,Facility-11,830.58,kWh,OK
2026-07-12,M012,C012,SE,Facility-12,2584.17,kWh,OK
2026-07-12,M013,C013,MX,Facility-13,1412.41,kWh,OK
2026-07-12,M014,C014,NL,Facility-14,1515.01,kWh,OK
2026-07-12,M015,C015,UK,Facility-15,870.27,kWh,OK
2026-07-12,M016,C016,US,Facility-16,831.72,kWh,OK
2026-07-12,M017,C017,DE,Facility-17,1697.39,kWh,OK
2026-07-12,M018,C018,CA,Facility-18,843.38,kWh,OK
2026-07-12,M019,C019,US,Facility-19,1867.42,kWh,OK
2026-07-12,M020,C020,SG,Facility-20,911.75,kWh,OK
2026-07-12,M021,C001,US,Facility-01,772.6,kWh,OK
2026-07-12,M022,C002,US,Facility-02,1047.08,kWh,OK
2026-07-12,M023,C003,DE,Facility-03,1503.17,kWh,OK
2026-07-12,M024,C004,UK,Facility-04,1074.78,kWh,OK
2026-07-12,M025,C005,US,Facility-05,1260.92,kWh,OK
2026-07-12,M026,C006,CA,Facility-06,1444.31,kWh,OK
2026-07-12,M027,C007,AU,Facility-07,1349.76,kWh,OK
2026-07-12,M028,C008,SG,Facility-08,961.96,kWh,OK
2026-07-12,M029,C009,IN,Facility-09,782.32,kWh,OK
2026-07-12,M030,C010,NL,Facility-10,1308.98,kWh,OK
2026-07-12,M031,C011,US,Facility-11,853.32,kWh,OK
2026-07-12,M032,C012,SE,Facility-12,2345.65,kWh,OK
2026-07-12,M033,C013,MX,Facility-13,1389.83,kWh,OK
2026-07-12,M034,C014,NL,Facility-14,1568.07,kWh,OK
2026-07-12,M035,C015,UK,Facility-15,869.19,kWh,OK
2026-07-12,M036,C016,US,Facility-16,999.76,kWh,OK
2026-07-12,M037,C017,DE,Facility-17,1799.54,kWh,OK
2026-07-12,M038,C018,CA,Facility-18,797.46,kWh,OK
2026-07-12,M039,C019,US,Facility-19,1923.05,kWh,OK
2026-07-12,M040,C020,SG,Facility-20,889.22,kWh,OK
2026-07-12,M041,C001,US,Facility-01,,kWh,MISSING
2026-07-12,M042,C002,US,Facility-02,1163.21,kWh,OK
2026-07-12,M043,C003,DE,Facility-03,1678.94,kWh,OK
2026-07-12,M044,C004,UK,Facility-04,,kWh,MISSING
2026-07-12,M045,C005,US,Facility-05,1310.73,kWh,OK
2026-07-12,M046,C006,CA,Facility-06,1347.49,kWh,OK
2026-07-12,M047,C007,AU,Facility-07,1623.95,kWh,OK
2026-07-12,M048,C008,SG,Facility-08,792.67,kWh,OK
2026-07-12,M049,C009,IN,Facility-09,805.49,kWh,OK
2026-07-12,M050,C010,NL,Facility-10,1402.03,kWh,OK
2026-07-12,M051,C011,US,Facility-11,850.27,kWh,OK
2026-07-12,M052,C012,SE,Facility-12,2569.31,kWh,OK
2026-07-12,M053,C013,MX,Facility-13,1518.27,kWh,OK
2026-07-12,M054,C014,NL,Facility-14,1620.58,kWh,OK
2026-07-12,M055,C015,UK,Facility-15,732.7,kWh,OK
2026-07-12,M056,C016,US,Facility-16,913.39,kWh,OK
2026-07-12,M057,C017,DE,Facility-17,1971.3,kWh,OK
2026-07-12,M058,C018,CA,Facility-18,678.78,kWh,OK
2026-07-12,M059,C019,US,Facility-19,1941.62,kWh,OK
2026-07-12,M060,C020,SG,Facility-20,741.34,kWh,OK
2026-07-13,M001,C001,US,Facility-01,1053.2,kWh,OK
2026-07-13,M002,C002,US,Facility-02,1298.38,kWh,OK
2026-07-13,M003,C003,DE,Facility-03,2012.53,kWh,OK
2026-07-13,M004,C004,UK,Facility-04,1015.74,kWh,OK
2026-07-13,M005,C005,US,Facility-05,1658.68,kWh,OK
2026-07-13,M006,C006,CA,Facility-06,1728.12,kWh,OK
2026-07-13,M007,C007,AU,Facility-07,1989.3,kWh,OK
2026-07-13,M008,C008,SG,Facility-08,1165.24,kWh,OK
2026-07-13,M009,C009,IN,Facility-09,1021.06,kWh,OK
2026-07-13,M010,C010,NL,Facility-10,1888.71,kWh,OK
2026-07-13,M011,C011,US,Facility-11,862.85,kWh,OK
2026-07-13,M012,C012,SE,Facility-12,2872.75,kWh,OK
2026-07-13,M013,C013,MX,Facility-13,1603.21,kWh,OK
2026-07-13,M014,C014,NL,Facility-14,1754.03,kWh,OK
2026-07-13,M015,C015,UK,Facility-15,1038.45,kWh,OK
2026-07-13,M016,C016,US,Facility-16,1150.24,kWh,OK
2026-07-13,M017,C017,DE,Facility-17,,kWh,MISSING
2026-07-13,M018,C018,CA,Facility-18,858.6,kWh,OK
2026-07-13,M019,C019,US,Facility-19,1876.46,kWh,OK
2026-07-13,M020,C020,SG,Facility-20,991.13,kWh,OK
2026-07-13,M021,C001,US,Facility-01,997.29,kWh,OK
2026-07-13,M022,C002,US,Facility-02,1301.88,kWh,OK
2026-07-13,M023,C003,DE,Facility-03,1835.23,kWh,OK
2026-07-13,M024,C004,UK,Facility-04,1258.79,kWh,OK
2026-07-13,M025,C005,US,Facility-05,1397.23,kWh,OK
2026-07-13,M026,C006,CA,Facility-06,1713.89,kWh,OK
2026-07-13,M027,C007,AU,Facility-07,1737.38,kWh,OK
2026-07-13,M028,C008,SG,Facility-08,925.34,kWh,OK
2026-07-13,M029,C009,IN,Facility-09,969.41,kWh,OK
2026-07-13,M030,C010,NL,Facility-10,1519.68,kWh,OK
2026-07-13,M031,C011,US,Facility-11,939.32,kWh,OK
2026-07-13,M032,C012,SE,Facility-12,2753.35,kWh,OK
2026-07-13,M033,C013,MX,Facility-13,1782.86,kWh,OK
2026-07-13,M034,C014,NL,Facility-14,1872.8,kWh,OK
2026-07-13,M035,C015,UK,Facility-15,937.36,kWh,OK
2026-07-13,M036,C016,US,Facility-16,1032.24,kWh,OK
2026-07-13,M037,C017,DE,Facility-17,2160.27,kWh,OK
2026-07-13,M038,C018,CA,Facility-18,976.77,kWh,OK
2026-07-13,M039,C019,US,Facility-19,2106.59,kWh,OK
2026-07-13,M040,C020,SG,Facility-20,1023.08,kWh,OK
2026-07-13,M041,C001,US,Facility-01,1026.02,kWh,OK
2026-07-13,M042,C002,US,Facility-02,1290.26,kWh,OK
2026-07-13,M043,C003,DE,Facility-03,2033.64,kWh,OK
2026-07-13,M044,C004,UK,Facility-04,1179.01,kWh,OK
2026-07-13,M045,C005,US,Facility-05,1611.73,kWh,OK
2026-07-13,M046,C006,CA,Facility-06,2034.54,kWh,OK
2026-07-13,M047,C007,AU,Facility-07,1770.1,kWh,OK
2026-07-13,M048,C008,SG,Facility-08,1050.11,kWh,OK
2026-07-13,M049,C009,IN,Facility-09,1034.8,kWh,OK
2026-07-13,M050,C010,NL,Facility-10,1510.11,kWh,OK
2026-07-13,M051,C011,US,Facility-11,945.08,kWh,OK
2026-07-13,M052,C012,SE,Facility-12,3238.22,kWh,OK
2026-07-13,M053,C013,MX,Facility-13,1737.98,kWh,OK
2026-07-13,M054,C014,NL,Facility-14,1716.05,kWh,OK
2026-07-13,M055,C015,UK,Facility-15,989.21,kWh,OK
2026-07-13,M056,C016,US,Facility-16,1075.57,kWh,OK
2026-07-13,M057,C017,DE,Facility-17,2167.2,kWh,OK
2026-07-13,M058,C018,CA,Facility-18,792.64,kWh,OK
2026-07-13,M059,C019,US,Facility-19,2318.86,kWh,OK
2026-07-13,M060,C020,SG,Facility-20,887.2,kWh,OK
2026-07-14,M001,C001,US,Facility-01,958.06,kWh,OK
2026-07-14,M002,C002,US,Facility-02,1341.8,kWh,OK
2026-07-14,M003,C003,DE,Facility-03,1792.64,kWh,OK
2026-07-14,M004,C004,UK,Facility-04,1242.35,kWh,OK
2026-07-14,M005,C005,US,Facility-05,1395.17,kWh,OK
2026-07-14,M006,C006,CA,Facility-06,1654.98,kWh,OK
2026-07-14,M007,C007,AU,Facility-07,1975.65,kWh,OK
2026-07-14,M008,C008,SG,Facility-08,954.09,kWh,OK
2026-07-14,M009,C009,IN,Facility-09,825.35,kWh,OK
2026-07-14,M010,C010,NL,Facility-10,1730.87,kWh,OK
2026-07-14,M011,C011,US,Facility-11,907.37,kWh,OK
2026-07-14,M012,C012,SE,Facility-12,2555.44,kWh,OK
2026-07-14,M013,C013,MX,Facility-13,1500.34,kWh,OK
2026-07-14,M014,C014,NL,Facility-14,1843.32,kWh,OK
2026-07-14,M015,C015,UK,Facility-15,1019.7,kWh,OK
2026-07-14,M016,C016,US,Facility-16,1115.23,kWh,OK
2026-07-14,M017,C017,DE,Facility-17,2182.89,kWh,OK
2026-07-14,M018,C018,CA,Facility-18,856.09,kWh,OK
2026-07-14,M019,C019,US,Facility-19,1877.22,kWh,OK
2026-07-14,M020,C020,SG,Facility-20,897.61,kWh,OK
2026-07-14,M021,C001,US,Facility-01,1014.45,kWh,OK
2026-07-14,M022,C002,US,Facility-02,1253.2,kWh,OK
2026-07-14,M023,C003,DE,Facility-03,1960.48,kWh,OK
2026-07-14,M024,C004,UK,Facility-04,1136.85,kWh,OK
2026-07-14,M025,C005,US,Facility-05,1507.86,kWh,OK
2026-07-14,M026,C006,CA,Facility-06,1578.32,kWh,OK
2026-07-14,M027,C007,AU,Facility-07,1978.09,kWh,OK
2026-07-14,M028,C008,SG,Facility-08,1087.82,kWh,OK
2026-07-14,M029,C009,IN,Facility-09,936.45,kWh,OK
2026-07-14,M030,C010,NL,Facility-10,1804.36,kWh,OK
2026-07-14,M031,C011,US,Facility-11,991.22,kWh,OK
2026-07-14,M032,C012,SE,Facility-12,3059.49,kWh,OK
2026-07-14,M033,C013,MX,Facility-13,1469.36,kWh,OK
2026-07-14,M034,C014,NL,Facility-14,2126.84,kWh,OK
2026-07-14,M035,C015,UK,Facility-15,868.28,kWh,OK
2026-07-14,M036,C016,US,Facility-16,1228.33,kWh,OK
2026-07-14,M037,C017,DE,Facility-17,2255.98,kWh,OK
2026-07-14,M038,C018,CA,Facility-18,891.5,kWh,OK
2026-07-14,M039,C019,US,Facility-19,2040.01,kWh,OK
2026-07-14,M040,C020,SG,Facility-20,911.17,kWh,OK
2026-07-14,M041,C001,US,Facility-01,996.41,kWh,OK
2026-07-14,M042,C002,US,Facility-02,1246.26,kWh,OK
2026-07-14,M043,C003,DE,Facility-03,1747.24,kWh,OK
2026-07-14,M044,C004,UK,Facility-04,1075.65,kWh,OK
2026-07-14,M045,C005,US,Facility-05,1607.34,kWh,OK
2026-07-14,M046,C006,CA,Facility-06,1972.84,kWh,OK
2026-07-14,M047,C007,AU,Facility-07,1582.97,kWh,OK
2026-07-14,M048,C008,SG,Facility-08,1150.39,kWh,OK
2026-07-14,M049,C009,IN,Facility-09,848.97,kWh,OK
2026-07-14,M050,C010,NL,Facility-10,1782.75,kWh,OK
2026-07-14,M051,C011,US,Facility-11,1026.26,kWh,OK
2026-07-14,M052,C012,SE,Facility-12,2708.26,kWh,OK
